period,subba,subba-name,parent,parent-name,value,value-units
2023-04-18 00:00:00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1650,megawatthours
2023-04-18 00:00:00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1083,megawatthours
2023-04-18 00:00:00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1701,megawatthours
2023-04-18 00:00:00,ZOND,North - NYIS,NYIS,New York Independent System Operator,638,megawatthours
2023-04-18 00:00:00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,796,megawatthours
2023-04-18 00:00:00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1219,megawatthours
2023-04-18 00:00:00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1053,megawatthours
2023-04-18 00:00:00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,284,megawatthours
2023-04-18 00:00:00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,558,megawatthours
2023-04-18 00:00:00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5393,megawatthours
2023-04-18 00:00:00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2112,megawatthours
2023-04-17 23:00:00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1623,megawatthours
2023-04-17 23:00:00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1078,megawatthours
2023-04-17 23:00:00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1665,megawatthours
2023-04-17 23:00:00,ZOND,North - NYIS,NYIS,New York Independent System Operator,630,megawatthours
2023-04-17 23:00:00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,775,megawatthours
2023-04-17 23:00:00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1181,megawatthours
2023-04-17 23:00:00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,1014,megawatthours
2023-04-17 23:00:00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,276,megawatthours
2023-04-17 23:00:00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,559,megawatthours
2023-04-17 23:00:00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5488,megawatthours
2023-04-17 23:00:00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,2016,megawatthours
2023-04-17 22:00:00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1621,megawatthours
2023-04-17 22:00:00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1061,megawatthours
2023-04-17 22:00:00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1592,megawatthours
2023-04-17 22:00:00,ZOND,North - NYIS,NYIS,New York Independent System Operator,641,megawatthours
2023-04-17 22:00:00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,748,megawatthours
2023-04-17 22:00:00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1138,megawatthours
2023-04-17 22:00:00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,955,megawatthours
2023-04-17 22:00:00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,249,megawatthours
2023-04-17 22:00:00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,548,megawatthours
2023-04-17 22:00:00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5645,megawatthours
2023-04-17 22:00:00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1902,megawatthours
2023-04-17 21:00:00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1592,megawatthours
2023-04-17 21:00:00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1036,megawatthours
2023-04-17 21:00:00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1536,megawatthours
2023-04-17 21:00:00,ZOND,North - NYIS,NYIS,New York Independent System Operator,624,megawatthours
2023-04-17 21:00:00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,702,megawatthours
2023-04-17 21:00:00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1126,megawatthours
2023-04-17 21:00:00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,873,megawatthours
2023-04-17 21:00:00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,236,megawatthours
2023-04-17 21:00:00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,542,megawatthours
2023-04-17 21:00:00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5639,megawatthours
2023-04-17 21:00:00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1799,megawatthours
2023-04-17 20:00:00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1583,megawatthours
2023-04-17 20:00:00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,1010,megawatthours
2023-04-17 20:00:00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1495,megawatthours
2023-04-17 20:00:00,ZOND,North - NYIS,NYIS,New York Independent System Operator,621,megawatthours
2023-04-17 20:00:00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,626,megawatthours
2023-04-17 20:00:00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1100,megawatthours
2023-04-17 20:00:00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,820,megawatthours
2023-04-17 20:00:00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,239,megawatthours
2023-04-17 20:00:00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,533,megawatthours
2023-04-17 20:00:00,ZONJ,New York City - NYIS,NYIS,New York Independent System Operator,5561,megawatthours
2023-04-17 20:00:00,ZONK,Long Island - NYIS,NYIS,New York Independent System Operator,1773,megawatthours
2023-04-17 19:00:00,ZONA,West - NYIS,NYIS,New York Independent System Operator,1580,megawatthours
2023-04-17 19:00:00,ZONB,Genesee - NYIS,NYIS,New York Independent System Operator,979,megawatthours
2023-04-17 19:00:00,ZONC,Central - NYIS,NYIS,New York Independent System Operator,1444,megawatthours
2023-04-17 19:00:00,ZOND,North - NYIS,NYIS,New York Independent System Operator,619,megawatthours
2023-04-17 19:00:00,ZONE,Mohawk Valley - NYIS,NYIS,New York Independent System Operator,630,megawatthours
2023-04-17 19:00:00,ZONF,Capital - NYIS,NYIS,New York Independent System Operator,1144,megawatthours
2023-04-17 19:00:00,ZONG,Hudson Valley - NYIS,NYIS,New York Independent System Operator,817,megawatthours
2023-04-17 19:00:00,ZONH,Millwood - NYIS,NYIS,New York Independent System Operator,236,megawatthours
2023-04-17 19:00:00,ZONI,Dunwoodie - NYIS,NYIS,New York Independent System Operator,569,megawatthours
